-0.225547,0.985879,1.39824,0.275833,-0.372327,0.698448,0.545397,-0.0934892,0.00684622,-0.010886,0.38893,0.093856,-0.445364,1100,1500,1500,1496,1896,1900,0,0,4850.041755161
-0.221141,0.98216,1.39557,0.335816,-0.365083,0.70463,0.507384,0.153731,-0.0989962,-0.0834058,0.0473078,0.0305652,0.0700995,1104,1500,1496,1500,1896,1900,0,0,4850.107252488
-0.217701,0.969981,1.38952,0.380391,-0.339079,0.719591,0.471717,0.125731,-0.129051,-0.0903173,0.0230328,-0.00668531,0.0761286,1100,1504,1496,1496,1900,1900,0,0,4850.212264110
-0.223045,0.965361,1.39037,0.333907,-0.372435,0.711619,0.493353,-0.100537,0.00647399,0.0610208,0.0112616,-0.0280349,-0.0286924,1100,1500,1500,1496,1900,1896,0,0,4850.332136946
-0.224539,0.965262,1.38511,0.320963,-0.403997,0.721509,0.461728,0.0100513,-0.00526441,-0.0866355,0.00131315,-0.0117393,0.0150297,1100,1500,1500,1496,1900,1896,0,0,4850.422707667
-0.223725,0.966596,1.37941,0.29926,-0.388468,0.746559,0.449651,0.0264964,0.00889533,-0.080213,-0.00135802,-0.0161818,-0.00837665,1100,1500,1500,1496,1900,1896,0,0,4850.522435062
-0.224601,0.968363,1.37437,0.280934,-0.406443,0.755218,0.430727,-0.0186974,0.0197058,-0.0294859,0.000970437,-0.0128916,0.00507267,1100,1500,1496,1500,1900,1896,0,0,4850.632179668
-0.223721,0.968914,1.37177,0.258002,-0.416689,0.768304,0.411721,0.00462697,-0.0022339,-0.0128137,-0.00282869,-0.0119738,0.0055429,1104,1500,1496,1500,1896,1900,0,0,4850.731849980
-0.223085,0.967527,1.36777,0.235725,-0.420595,0.779588,0.39972,0.00285504,-0.0158588,-0.0509533,-0.00711345,-0.00911784,-0.00295525,1104,1500,1496,1500,1896,1900,0,0,4850.832583672
-0.222389,0.966103,1.36471,0.222586,-0.429004,0.783207,0.39115,0.00380935,-0.0112529,-0.0164086,-0.00405855,-0.0106197,-0.00301976,1100,1500,1500,1496,1900,1900,0,0,4850.932279770
