0.517152,0.0251698,1.44185,0.0468381,0.963703,-0.239456,0.10837,0.0828916,0.402312,-0.0907775,-0.000830597,-0.00372945,-0.0120462,1100,1500,1500,1496,1900,1100,0,0,4678.872384831
0.529804,0.0628579,1.43622,0.0923156,0.967831,-0.213672,0.0955299,0.0909437,0.426096,-0.107204,0.0717956,0.0250384,-0.0132476,1100,1500,1500,1496,1900,1100,0,0,4678.981934581
0.548677,0.0854668,1.43412,0.152216,0.955972,-0.237806,0.0799751,0.155093,0.212318,-0.0589793,-0.00107429,0.0149657,-0.00313332,1100,1500,1496,1500,1900,1100,0,0,4679.081800715
0.56117,0.100671,1.42811,-0.119415,0.225119,0.828885,0.498007,0.364385,0.521206,-0.335717,-2.5059,-0.426562,-1.39511,1104,1500,1496,1500,1896,1104,0,0,4679.182611438
0.566804,0.0920841,1.42213,-0.127506,0.237114,0.828552,0.490938,-0.0609233,-0.0526154,-0.0276812,-0.000831834,0.0318504,0.00697734,1104,1500,1496,1500,1896,1100,0,0,4679.292271302
0.569424,0.0799544,1.42283,-0.0956236,0.21444,0.810685,0.536342,-0.0109951,-0.0523913,-0.0287321,0.069928,0.0318246,-0.0252962,1104,1500,1496,1496,1900,1100,0,0,4679.391929488
0.573683,0.0517281,1.42289,-0.122989,0.265534,0.806241,0.514141,0.0110275,-0.192266,-0.0104569,-0.0071977,0.0332584,0.032641,1100,1500,1500,1496,1900,1100,0,0,4679.481741491
0.578131,0.0274962,1.41794,-0.138005,0.280666,0.804708,0.504606,0.0676005,-0.224645,-0.0374251,-0.0168874,0.00618605,0.0302245,1100,1500,1500,1496,1900,1100,0,0,4679.602528338
0.582292,0.0147426,1.41159,-0.134274,0.273485,0.791978,0.529101,0.0501349,-0.0931226,-0.038284,-0.00483522,-0.00278803,-0.00472377,1100,1500,1500,1496,1896,1104,0,0,4679.692100919
0.588784,0.00699566,1.41091,-0.128644,0.281382,0.789067,0.530706,0.0567605,-0.0400145,0.0205809,0.00140933,0.0120234,0.000115201,1104,1500,1496,1500,1896,1104,0,0,4679.791828550
0.591895,0.00034627,1.40948,-0.13411,0.278194,0.784207,0.538185,-0.514675,-0.153388,0.260647,0.124556,-0.0452607,0.223281,1104,1500,1496,1500,1896,1104,0,0,4679.922557669
0.591995,-0.00294462,1.41061,-0.131069,0.278799,0.795934,0.521134,0.000961933,-0.00976494,0.0123849,-0.0079526,-0.00753891,-0.00883925,1100,1500,1500,1496,1900,1100,0,0,4680.002292001
0.593916,-0.00427418,1.41354,0.275393,0.904612,-0.31055,0.0969247,0.0139979,-0.0150155,0.0428464,-0.0239155,0.000724393,0.0270964,1100,1500,1500,1496,1900,1100,0,0,4680.102073225
0.593903,0.002796,1.41842,0.223314,0.931275,-0.281955,0.0579636,-0.0123557,0.0837283,0.0387709,0.013525,0.0137905,0.0130826,1100,1500,1500,1496,1900,1100,0,0,4680.211768190
0.592424,0.00904644,1.42478,-0.128548,0.249812,0.805942,0.521082,0.0130642,0.0984091,0.0738481,0.00514056,-0.00309325,-0.0158655,1100,1500,1496,1500,1896,1104,0,0,4680.311388096
0.592824,0.0155663,1.42835,-0.113805,0.249792,0.831018,0.4838,0.00467578,0.0921844,0.0641007,0.0136258,0.0405425,0.0512696,1104,1500,1504,1500,1896,1104,0,0,4680.412281379
0.593954,0.0240596,1.43068,-0.124335,0.242374,0.813554,0.513737,0.0112582,0.0869582,0.0194462,0.00275888,0.00144181,0.00187056,1104,1500,1496,1500,1896,1104,0,0,4680.521884499
0.595398,0.0311193,1.43186,-0.12823,0.242641,0.817626,0.506133,0.0211239,0.0658445,0.00395575,-0.000279406,0.00221242,0.00221642,1100,1500,1500,1496,1900,1104,0,0,4680.621575518
0.596705,0.0387047,1.43308,-0.114415,0.244313,0.831528,0.485574,0.00759883,0.0527046,0.0018954,0.00602745,0.0314799,0.0561207,1100,1500,1500,1496,1900,1100,0,0,4680.732283697
0.597296,0.0418006,1.43156,-0.123554,0.247501,0.824694,0.493314,-0.0106381,0.0391086,-0.0114,-0.00447447,0.0110462,0.0215061,1100,1500,1500,1496,1900,1100,0,0,4680.832020800
0.596621,0.0443227,1.43122,-0.125035,0.246048,0.821015,0.499761,-0.0079873,0.0747792,0.0285025,0.00344377,0.01446,-0.000829447,1100,1500,1500,1496,1900,1100,0,0,4680.931825981
0.596166,0.0443913,1.43107,-0.128477,0.251585,0.825511,0.4886,-0.00409382,0.00383931,0.00693573,-0.00168607,1.44359e-05,-0.000817356,1100,1500,1496,1500,1896,1104,0,0,4681.042522190
0.594862,0.0446651,1.4311,-0.13356,0.254922,0.825985,0.484691,-0.0117308,-0.00957388,0.00308259,-0.00498495,0.0114409,0.0214624,1104,1500,1496,1500,1896,1104,0,0,4681.152186556
0.593834,0.0437493,1.43005,-0.151376,0.244142,0.805797,0.517852,-0.00130058,-0.00559177,-0.0176203,-0.00271633,-0.034161,-0.0426348,1104,1496,1500,1496,1900,1100,0,0,4681.251889670
0.59284,0.0447826,1.43083,-0.130124,0.241551,0.805632,0.52505,0.0169003,-0.0350148,0.0159281,0.0163811,-0.0498409,-0.0817475,1100,1500,1500,1496,1900,1100,0,0,4681.351630443
0.592144,0.0469756,1.42967,-0.118715,0.230789,0.808073,0.528831,-0.0115581,0.0312651,-0.0176553,0.0111939,0.00309079,-0.00531844,1100,1500,1500,1496,1900,1100,0,0,4681.452546462
0.591916,0.0495259,1.42847,-0.0990167,0.217138,0.811949,0.532716,0.000941244,0.0150329,-0.0106745,0.00987347,0.00386808,-0.00277979,1100,1500,1500,1496,1896,1104,0,0,4681.561623468
0.593381,0.0452893,1.428,-0.133514,0.253463,0.826922,0.48387,0.00304489,0.00194615,-0.00743579,0.00134379,-0.000300987,0.000464324,1100,1500,1500,1496,1900,1100,0,0,4681.661790633
0.593046,0.0460352,1.42793,-0.133334,0.253972,0.828495,0.480953,-0.015073,0.0180601,0.00214265,-0.00128612,0.0117393,0.0200978,1104,1500,1496,1500,1896,1104,0,0,4681.751552790
0.592213,0.0453289,1.4284,-0.130245,0.253638,0.83293,0.474269,-0.00435883,-0.0108284,0.00726007,0.000529831,-0.0103445,-0.0134921,1104,1500,1496,1504,1900,1100,0,0,4681.872219546
0.590566,0.0446413,1.42815,-0.137378,0.249674,0.826749,0.485052,-0.0322369,-0.00389903,-0.0174188,0.00624335,0.002448,0.00233732,1100,1500,1500,1496,1900,1100,0,0,4681.962015486
0.588551,0.0437674,1.42754,-0.145564,0.246069,0.819101,0.497328,-0.0202165,-0.00471916,0.00232168,-0.000321417,-0.000197163,-0.00028323,1100,1500,1500,1496,1900,1100,0,0,4682.061686225
0.586514,0.0431452,1.42833,-0.144088,0.245584,0.818369,0.499199,-0.0148729,-0.0126789,0.00867418,-0.00185314,-0.000717474,0.00244366,1100,1500,1500,1496,1900,1100,0,0,4682.182451766
0.584,0.0418432,1.4282,-0.134557,0.253372,0.828126,0.481564,-0.0272401,-0.00539344,0.00600416,0.00600333,0.050683,0.0663553,1100,1500,1496,1508,1896,1104,0,0,4682.272173788
