1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
1.562881958007812500e+03,1.234561767578125000e+03,1.319561645507812500e+03,1.622693603515625000e+03
